酒店名称,评论日期,评论内容,入住房型
H11,2020-06-01,疫情期间市内亲子度假的好选择，室外泳池有沙滩和海盗船，孩子超喜欢的。宾客关系部的Cindy小姜和礼宾部的李一飞都很细致热心，为**的服务点赞,洲际豪华房
H11,2020-06-01,经常去住 疫情期间自然是没去 六一就带孩子去游泳 一如既往的好 礼宾部的Jack尤其出色 我还在琢磨停车场从西翼去东翼怎么走的 他就直接拉着箱子背着我的吉他送我们去了 就冲他也要常去住 何况孩子们还喜欢有船有沙滩的泳池,洲际豪华房
H11,2020-06-01,很不错的酒店，前台服务很好，还免费送我了，2张饮品卷,洲际豪华房
H11,2020-06-01,礼宾服务很棒 特别是礼宾部Jack,豪华池景双床房
H11,2020-06-02,5/31日入住，满满的都是家长带小孩，在排队checkin。即使这样，前台还是很耐心地帮我做一家入住了最优的安排也升级了房间。因为是IHG会员，交了钥匙就极速退房。专业度和效率很赞！室内室外泳池都开放。小孩可以随心玩。酒店旁边就有几个景点个人，很适合一家要去附近游玩的旅客。,洲际豪华房
H11,2020-06-02,总体环境还不错，六一带孩子去玩的，孩子很喜欢，玩得舍不得回去。房间设施一般般，马桶按键很不好使，热水器水温不稳定，阿姨打扫房间时拿过脏抹布没洗手又拿干净毛巾来更换，让人看见不舒服。前台和餐厅服务还不错，退房时礼宾部小姜赠送了小零食给我做了补偿，还有叫jack的小伙子帮我拿行李到车上，总体感觉还可以,洲际豪华房
H11,2020-06-02,"为了实现孩子六一儿童节想去游泳玩沙子的心愿，果断的选择了**酒店。觉得这次超幸运，非常感谢宾客关系部的cindy,因为看我带着两个孩子，帮我们一家从普通双床房升级了一室一厅的套房，还送了水果。我儿子1岁1个多月，正是学走路的时候，宽敞的套房给孩子提供了安全的走路环境，因为宽敞因为都是地毯，所以我们也敢放手去让他自己走，他自己也敢走，这一天他自己走地很欢很稳，回到家后，就完全可以自己走了。我们简直太惊喜了，真是超棒的儿童节礼物呀。我女儿游泳玩沙子也玩得超开心，还碰到幼儿园同学，和同学一起上了一堂酒店游泳教练的私教课。酒店的自助早餐很好吃。和孩子约定好，想游泳玩沙子了就来酒店住。",豪华池景双床房
H11,2020-06-02,洲际出品还是很优秀的,洲际行政房
H11,2020-06-02,一如既往的喜欢,洲际豪华房
H11,2020-06-02,服务很好，特别那个iris人美心善态度好,洲际中式主题套房
H11,2020-06-02,环境很好，服务很赞，园林覆盖很广，门口豪车林立。感谢每位酒店的员工细致的服务，还有前台经理cindy，解释清晰，服务很棒,洲际豪华房
H11,2020-06-02,??6.1携孩子一起玩沙滩、吃美食。因為风景沙滩之美的缘故吧，似乎小朋友们都来此扎堆过节啦??，欢乐**之气氛溢于海滩和太阳之间??。同之前一样，房間升级了，孩子???礼物啦！一切OK??,洲际豪华房
H11,2020-06-03,湖北籍游客出门真的很难过，被多家星级酒店拒绝入住！**酒店真是太暖心了，特别是员工Chloe！再去深圳必定再次入住！环境卫生都不错，泳池都够孩子玩一整天了！,豪华池景双床房
H11,2020-06-04,顶尖酒店水平，餐食也很不错。资金宽裕的前提下非常推荐。,洲际豪华房
H11,2020-06-05,大堂接待小姐kris服务周到，点赞。,豪华池景大床房
H11,2020-06-05,酒店的设施和位置都很棒，还赠送了小饼干，因为要提前布置，客服Bubbly帮我提前了两小时入住，还有前台接待的小何也很棒，辛苦你们啦，谢谢??,洲际豪华房
H11,2020-06-05,Sami 很棒,洲际豪华房
H11,2020-06-06,朋友约我来深圳谈事情，推荐住的酒店，酒店位置特别好，服务是真的好，特别是宾客关系主任盛雅娉，真的很热情，还有前台小何Crystal，也很热情，退房贼快,洲际豪华房
H11,2020-06-06,早餐中西自助，样式多品质好??酒店位置很赞，就在世界之窗东隔壁，环境幽静，景观漂亮。房间很大，住着很舒服。尤其大堂经理Hina热情负责，有任何问题找她都能迅速解决?下次一定还选择洲际酒店?,洲际豪华房
H11,2020-06-06,前台hina—kan特别棒,豪华池景大床房
H11,2020-06-06,因为hina-kan，给予5分,豪华池景大床房
H11,2020-06-06,前台那个hina—kan服务特别好,豪华池景大床房
H11,2020-06-06,深圳**城 洲际酒店很漂亮 前台 alisa 不错 给五星评价。,洲际豪华房
H11,2020-06-07,很不错，周围配套设施很好。,洲际豪华房
H11,2020-06-07,Chloe服务周到细致,豪华池景双床房
H11,2020-06-07,第二次入住了，一如既往的好。硬件和服务都非常棒。特别是前台小姜，还有6楼的服务人员，态度热情，服务到位。下次还会再去。不过我想提一个小意见，就是酒店如果能增加一个室内儿童游乐室就更好了！,洲际豪华房
H11,2020-06-07,第一次入住**酒店，感受非常的好，给朋友也推荐了，下次有需要肯定还会选择酒店有室内室外游泳池，室内恒温，室外有人工沙滩，如果能增加一些儿童的游乐设施就更好了早餐品种足够，主要是口味比较适合房间里的空间足够宽敞，各个功能区都设计的很好：房间的空调不吵，这个很满意，住过很多酒店，这个酒店的空调效果和声音最好；床垫和枕头也是非常舒适；最后再说一下酒店的服务，很贴心，帮忙做了简单的布置宾客部的Chloe服务很好，充分尊重顾客，又不会太过，点赞,洲际豪华房
H11,2020-06-08,酒店的位置很好，出门就是地铁口。酒店环境也相当好，尤其是室外的人造沙滩，室外游泳池和儿童游乐场，孩子特别喜欢。非常推荐带小孩出游的来这里入住。前台接待人员Crystal和Rues也是非常地热情周到，入住期间一直在关心我们入住情况，给个大大的赞??。下次过来，首选这里。,洲际豪华房
H11,2020-06-08,酒店位于深圳锦绣中华旁边，酒店大堂非常大，来酒店门口的行李员都帮忙下行李，进门口需要测体温和扫码登记，酒店机器人在大堂内迎宾，很有创意！酒店工作人员都很有热情和礼貌，特别是礼宾部的小钟服务很贴心！！,洲际豪华房
H11,2020-06-08,带孩子们来过六一的，本来洲际一直都是我们家喜欢的酒店，但是这次真的很失望，房间内的空调一丝凉气都没有，深圳三十几度的热浪啊，要打开房间门，投点走廊的凉风进来。半夜打电话客房小姐姐送来两部空调扇，才能稍微舒服点。虽然小姐姐一直说不好意思，还是热的话可以换房，但我们夫妻带着两个低龄的小朋友，三更半夜换房麻烦不说，真的不好。总之此次的行程很糟糕！,洲际豪华房
H11,2020-06-08,房間衛生。人造沙灘和泳池尚可。晚上的自助餐不錯，價格小貴，但便利。早餐自助餐是同一家餐廳，品種偏少，出品中規中矩。親子方面有欠缺，無甚室內玩樂，一下雨，酒店內娛樂基本泡湯。唯一一個小小的兒童活動空間也是自助餐廳裡劃了一小圈，裡面擺了幾張桌椅凳，一點積木和畫本畫筆，僅此而已，再無別處。下午一家人被大雨從沙灘逼進室內，走到這處活動空間，三歲小童想在此玩樂一下，我禮貌詢問旁邊兩位服務人員，需要拖鞋入內玩嗎？兩位竟然答我，需要在這裡用餐，才可以在這玩。頓時掃興。星級酒店的主餐廳跟外邊不入流的需要招攬生意的親子餐廳似的。最後，夜間room service叫的一杯牛奶，本人飲完即肚不舒服一整晚，第日朝早腹瀉，時間上疑似牛奶原因，但無查證。,洲际豪华房
H11,2020-06-09,礼宾部的小钟推荐的餐厅也好吃哦,洲际豪华房
H11,2020-06-09,很棒的入睡环境,洲际豪华房
H11,2020-06-10,这家酒店，地理环境很好，房间面积很大，景色优美，早餐餐食种类丰富，沙滩泳池很舒服！！前台服务人员Sheldon reus Harris Helen luffy Eden. 服务态度都很好！！酒店很赞！！,洲际豪华房
H11,2020-06-10,**酒店，房间面积比一般的五星级酒店都要大，西班牙风格浓烈，工作人员服装也很好看，酒店整体环境优美，餐厅食物很美味，谢谢Sheldon Harris reus Helen luffy eden,洲际豪华房
H11,2020-06-10,只要出差一定住洲际。**酒店服务态度真的好。特别表扬下阚瑞瑞和helen小袁两位大美女。耐心细致的态度。服务态度真的没话说。给力！,洲际豪华房
H11,2020-06-10,可以的可以的,豪华池景双床房
H11,2020-06-11,12年前姐姐一岁的时候就是在**酒店过的，现在弟弟满百日还是选择这家酒店来庆祝，虽然开业比较久了，但设施维护得还不错，没有特别陈旧的感觉，人造沙滩泳池很适合带孩子周末过来度个小假，酒店服务方面不太人性化，我们入住前有和酒店沟通，由于宝宝百日，希望房间能稍微布置下，哪怕是挂些气球??之类的装饰都没能答应，让人很不舒服??给酒店提个意见，希望以后能改进，毕竟不是什么难以办到的事情。,洲际豪华房
H11,2020-06-11,谢谢盛主任的贴心服务！,洲际豪华房
H11,2020-06-11,整体很不错，特别是服务人员Hathaway很有心。,洲际豪华房
H11,2020-06-11,不错的体验,洲际豪华房
H11,2020-06-11,服务非常好??,豪华池景大床房
H11,2020-06-11,酒店还行吧,洲际豪华房
H11,2020-06-11,会议室服务需提高,豪华池景大床房
H11,2020-06-12,很好 基本出差都住那,豪华池景大床房
H11,2020-06-12,很好的酒店，体验感嘎嘎好,洲际豪华房
H11,2020-06-13,交通方便，房间宽敞,洲际豪华房
H11,2020-06-14,谢谢小骆精心安排，住得很安心且愉快！,洲际豪华房
H11,2020-06-14,非常好的亲自出游体验，餐厅跟服务都很好。宾客服务部的小姜服务非常好，五星好评，满意！,洲际豪华房
H11,2020-06-14,深圳环境很好的五星酒店，早餐丰富，环境超级棒，酒店社施很完善，游泳池很大，健身房很好，早上起床游个早泳后吃个丰盛早餐，感觉棒棒哒,洲际豪华房
H11,2020-06-15,酒店開业已久，外观比较舊但內部保养得也不錯.設施也很足，特別是游泳的，沙灘比較吸引.,洲际豪华房
H11,2020-06-15,很不错的酒店,洲际豪华房
H11,2020-06-15,酒店环境不错，配套设施很好，优其是酒店宾客关系部的小姜表现特别好，业务熟练，态，服务态度非常好，很贴心的服务，值得其他员工向小姜学习！,洲际豪华房
H11,2020-06-15,酒店服务很不错，设施完善Ishara and cindy ??,洲际豪华房
H11,2020-06-15,一流水准，非常满意,洲际豪华房
H11,2020-06-16,感谢gina的帮助下，服务态度很好,洲际豪华房
H11,2020-06-17,游泳池不错,洲际豪华房
H11,2020-06-17,环境好，酒店豪华,洲际豪华房
H11,2020-06-17,各方面都挺好,洲际豪华房
H11,2020-06-20,行政酒廊非常棒,洲际豪华房
H11,2020-06-21,早餐很丰富，害得我吃了好多，房间也很大，床超级大 应该是双床拼一起的，三个人睡一起互不干扰，孩子很喜欢游泳池，住一天不想走，下次还会再去！到处都是镜子想不自拍都难，哈哈哈??,洲际豪华房
H11,2020-06-21,酒店服务不错，特别是礼宾部Jack王非常专业，给我介绍了很多附近的游玩信息，下次还会再来，很棒哦,洲际豪华房
H11,2020-06-21,非常好，一定會再去，地點方便，職員服務態度好，只是滑水梯維修中，小朋友無得玩，不開心，麻煩了我半天。,洲际豪华房
H11,2020-06-21,服务好，不愧是老牌五星级酒店，老公过生日，升级了房间，送了大果盘。环境好，在深圳最壕的南山区**城有大园林，露天游泳池，沙滩，温泉池。早餐不功不过。下次再来。,洲际豪华房
H11,2020-06-21,干净卫生服务好,豪华池景双床房
H11,2020-06-23,非常适合带孩子玩,洲际豪华房
H11,2020-06-24,非常好、感谢Doris,洲际豪华房
H11,2020-06-24,各方面设施都不错，主要是能游泳,洲际豪华房
H11,2020-06-24,位置非常好,洲际豪华房
H11,2020-06-24,很舒适！宾至如归！人工海滩孩子的最爱！服务一流，还会光顾的。,洲际豪华房
H11,2020-06-25,如前一样的好。尤其疫情期间，安全措施落实到位，又非常方便，到处有酒精消毒液，还提供口罩。非常贴心和周到,洲际豪华房
